Concepto,Respuesta,Codigo
palanca,angulo,figura_geometrica
palanca,barra,barra
palanca,ganzua,herramientas
palanca,vehiculo,medio_de_transporte
palanca,gato,dispositivo_mecanico
palanca,seguro,seguridad
vinagre,ensalda,verduras
vinagre,cocinar,cocinar
vinagre,fermentacion,fermentacion
vinagre,vino,bebida_alcoholica
vinagre,manzana,frutas
vinagre,uva,frutas
vinagre,pestilente,pesticidas
vinagre,acidez,sabor
vinagre,azucar,azucar
vinagre,liquido,liquido
mejilla,cachete,partes_del_rostro
mejilla,cara,rostro
mejilla,dientes,dentadura
mejilla,abuelas,abuelos
mejilla,ardillas,animal_salvaje
mejilla,piel,organo_cuerpo_humano
mejilla,apretables,accion_fisica
mejilla,tierno,ternura
caverna,platon,filosofo
caverna,luz,luz
caverna,noticias,noticioso
caverna,realidad,realismo
caverna,oscuridad,oscuridad
caverna,murcielagos,animal_salvaje
caverna,secretos,secretos
caverna,tesoros,tesoros
caverna,humedad,humedo
barbero,antiguo,antiguedad
barbero,dentista,oficio
barbero,navajas,herramientas
barbero,espuma,liquido
barbero,peluquero,oficio
barbero,silla,mobiliario
barbero,moda,tendencia
cigüeña,niños,infancia
cigüeña,mentiras,mentir
cigüeña,huevos,huevos
cigüeña,ave grande,aves
cigüeña,blanco,color_claro
cigüeña,bebes,infancia
cigüeña,cultura,cultural
cigüeña,ave que viaja muchos km,viaje
vampiro,noche,ciclo_del_dia
vampiro,ajo,verduras
vampiro,antiguo,antiguedad
vampiro,inmortal,inmortal
vampiro,sangre,tejido_liquido
vampiro,dracula,personaje_ficticio
vampiro,pensilvania,ciudad_europea
vampiro,brujas,brujeria
vampiro,estaca de madera,artefacto
vampiro,colmillos,dentadura
audacia,vivo,vida
audacia,tenaz,astucia
audacia,inteligente,inteligencia
audacia,maquiavelico,astucia
audacia,valiente,valentia
audacia,digno de seguir,ejemplo_a_seguir
audacia,ejemplar,ejemplo_a_seguir
audacia,peligro,riesgoso
premisa,concepto,concepto
premisa,argumento,argumentar
premisa,postulado,deduccion
premisa,deduccion,deduccion
premisa,inferencia,deduccion
premisa,hipotesis,metodologia
premisa,supuesto,suposicion
premisa,antecedente,informacion
premisa,idea,creatividad
timidez,verguenza,verguenza
timidez,cobardia,cobarde
timidez,nervio,estresante
timidez,modestia,humildad
timidez,humildad,humildad
timidez,introvertido,introversion
timidez,embarazo,embarazo
timidez,reparo,reparar
timidez,miedo,miedo
timidez,ansiedad,ansiedad
modales,costumbres,comportamiento
modales,habito,habito
modales,educacion,educacion
modales,inculcado por la crianza,crianza
modales,padres,padres
modales,escuela,colegio
modales,jardin,colegio
modales,constructo social,constructo_social
modales,moral,moral
modales,etica,moral
indicio,pista,pista
indicio,dudar,interrogantes
indicio,creer,creencia
indicio,podria ser,suposicion
indicio,confianza,confianza
indicio,infidelidad,enganar
indicio,contaminacion,contaminante
místico,misterioso,suspenso
místico,mentiroso,mentir
místico,creido,inocencia
místico,pretencioso,superficial
místico,magico,magia
místico,dificil de encontrar,rebuscado
místico,tarot,pseudociencia
místico,triangulo bermudas,ficcion
místico,alquimia,pseudociencia
místico,sobrenatural,sobrenatural
bohemia,diversion,diversion
bohemia,descontrol,descontrol
bohemia,carrete,fiesta
bohemia,fiesta,fiesta
bohemia,alcohol,bebida_alcoholica
bohemia,arte,arte
bohemia,valparaiso,ciudad_chile
bohemia,malabares,circense
bohemia,orgia,fiesta
adición,suma,operacion_aritmetica
adición,  agregar,incorporar
adición,operacion,operacion_aritmetica
adición,aumento,crecimiento
adición,crecimiento,crecimiento
adición,inclusion,inclusion
adición,factores,factor
adición,resultado,resultado
adición,receta,guia
influjo,influencia,influyente
influjo,poder,poder
influjo,convencer,influyente
influjo,politica,politica
influjo,fascismo,ideologia_politica
influjo,dominio,poder
influjo,autoridad,autoridad
influjo,predominio,antecesor
dulzura,azucar,azucar
dulzura,miel,dulce
dulzura,energia,energia
dulzura,refinada,procesado
dulzura,cancer,enfermedad
dulzura,bebidas,bebida_azucarada
dulzura,dulces,dulce
dulzura,amabilidad,amabilidad
dulzura,tierno,ternura
dulzura,confitado,cocinar
llanura,terreno plano,plano
llanura,planicie,plano
llanura,naturaleza,naturaleza
llanura,campo,paisaje
llanura,paisaje,paisaje
estatua,representacion,representativo
monarca,jerarquia,jerarquia
monarca,rey,realeza
monarca,soberano,soberania
monarca,dueño de las tierras,soberania
monarca,edad media,medieval
monarca,riquezas,riqueza
monarca,absolutista,monarquia
monarca,creencia,creencia
cadáver,muerte,muerte
cadáver,ciclo,ciclo
cadáver,descomposicion,descomposicion
cadáver,destino,destino
cadáver,cuerpo,cuerpo_humano
cadáver,terrenal,terreno_delimitado
poblado,comunidad,comunidad
poblado,gente,personas
poblado,vida,vida
poblado,rural,rural
poblado,costumbres,tradiciones
poblado,familia,familia
capilla,religion,religion
capilla,respeto,responsabilidad
capilla,creencia,creencia
capilla,secta,secta
capilla,comunidad,comunidad
capilla,aceptacion,conformismo
bandera,representativo,identidad
bandera,insignia,simbolos
bandera,emblema,simbolos
bandera,pais,nacion
bandera,sociedad,comunidad
bandera,colores,colores
planeta,hogar,hogar
planeta,ecosistema,medio_ambiente
planeta,mundo,astros
planeta,espacio,espacio
planeta,de distintas dimensiones,dimensiones
planeta,universo,universo
capitán,lider,liderazgo
capitán,orienta a un grupo,liderazgo
capitán,da el ejemplo a los demas,ejemplo_a_seguir
capitán,estricto,rigurosidad
capitán,abesado,destreza
capitán,dedicado,compromiso
palacio,realeza,realeza
palacio,jerarquia,jerarquia
palacio,edificio monumental,monumento
palacio,edificio complejo y detallado,arquitectura
detalle,afecto por algo,afectividad
detalle,refleja la personalidad,personalidad
detalle,dedicacion,disciplina
detalle,perfeccionamiento,perfeccionismo
detalle,obesion,obsesividad
sanidad,salud mental,salud_mental
sanidad,salud fisica,buena_salud
sanidad,hospital,hospital
sanidad,auto cuidado,bienestar
sanidad,psicologo,terapeuta
mandato,poder,poder
mandato,jerarquia,jerarquia
mandato,gobierno,gobierno
mandato,orden,imposicion
mandato,soberania,soberania
mandato,control,control
mandato,toma de decisiones,decisiones
mandato,cargo,puesto_laboral
entidad,representacion de algo,abstraccion
entidad,agrupacion,grupo
entidad,sociedad,comunidad
entidad,empresa,empresa
entidad,grupo de personas,grupo
reserva,almancer algo,almacenar
reserva,precaucion,precaucion
reserva,cuidado,precaucion
reserva,resguardo,proteccion
fortuna,dinero,dinero
fortuna,avaricia,avaricia
fortuna,riqueza,riqueza
fortuna,suerte,suerte
regreso,nostalgia,melancolia
regreso,recuerdos,recuerdo
regreso,reencuentro,reencuentro
regreso,volver de un viaje,retorno
regreso,florecimiento de emociones,emociones
entorno,todo lo ajeno al individuo,exterior
entorno,sociedad,comunidad
entorno,lugar fisico,ambiente
entorno,medio ambiente,medio_ambiente
entorno,hogar,hogar
entorno,incontrolable,descontrol
alcance,distancia,distancia
alcance,conectividad,conectar
alcance,disponibilidad,accesible
malicia,maldad,malefico
malicia,dañino,lastimar
malicia,accion ejercida con malas intenciones,malintencionado
malicia,venganza,venganza
malicia,conflicto,conflicto
balanza,pesos,medicion
balanza,equilibrio,equilibrado
balanza,pesar,medicion
balanza,ponderar,medicion
galaxia,del universo,universo
galaxia,astronomía,disciplina_cientifica
galaxia,andrómeda,constelaciones
galaxia,constelación,constelaciones
galaxia,forma de organizar,ordenado
semilla,brote,germinacion
semilla,planta,naturaleza
semilla,germinación,germinacion
semilla,crecimiento,crecimiento
semilla,regar,regadio
semilla,inicio,comienzo
semilla,aporte,utilidad
viajero,viaje,viaje
viajero,aventurero,aventura
viajero,turista,turistico
viajero,paseos,recreacion
viajero,expediciones,aventura
viajero,explorar,explorar
viajero,descubrir,descubrimiento
cosecha,plantaciones,cultivo
cosecha,cosechar plantas,cultivo
cosecha,cosechar frutas,cultivo
cosecha,agronomía,disciplina_cientifica
cosecha,granjas,granja
cosecha,huerta,huerta
cosecha,plantar,cultivo
cosecha,sembrar,cultivo
cosecha,crecer plantas,cultivo
cosecha,cultivar,cultivo
pantano,animales,fauna
pantano,lugar,localidad
pantano,cocodrilos,animal_salvaje
pantano,ranas,anfibios
pantano,sapo,anfibios
pantano,agua,liquido
pantano,selva,paisaje
pistola,arma de fuego,arma_de_fuego
pistola,matar,muerte
pistola,asesinar,asesinos
pistola,defenderse,defenderse
pistola,disparar,disparo
pistola,apuntar,punteria
pistola,recargar,accion_fisica
pistola,intimidar,intimidacion
pistola,revisar,accion_fisica
pistola,ataque,defenderse
misiles,proyectiles,proyeccion
misiles,bombas,explosivos
misiles,cañonazo,explosivos
misiles,destrucción,destruccion
misiles,guiado,dirigidos
huracán,catástrofe natural,desastre_natural
huracán,fenómeno natural,naturaleza
huracán,remolino,remolino
huracán,viento en círculos,remolino
huracán,peligro,riesgoso
ajedrez,inteligencia,inteligencia
ajedrez,práctica,entrenamiento
ajedrez,estrategia,estrategia
ajedrez,rapidez mental,capacidad_cognitiva
ajedrez,predecir,predecible
ajedrez,estrés,estresante
ajedrez,paciencia,paciencia
ajedrez,leer mentes,mentalista
ajedrez,anticiparse,predecible
ajedrez,jugar,juego
tributo,homenaje,homenaje
tributo,rendir honores,honorable
tributo,regalo,obsequio
tributo,admiración,admiracion
tributo,respeto,responsabilidad
montaje,farsa,enganar
montaje,conspiración,conspiracion
montaje,mentira,mentir
montaje,trampa,enganar
montaje,encubrimiento,encubrir
trámite,papeleo,documento
trámite,tarea,deberes
trámite,proceso,procesos
lástima,lamento,lamentarse
lástima,dar pena,lamentarse
lástima,dolido,lastimar
lástima,pena,angustia
milagro,acto imposible,imposible
milagro,poco probable,improbable
reflejo,espejo,cristal
reflejo,agua,liquido
reflejo,imagen,identidad
reflejo,reflexión,reflexion
reflejo,parentesco,familiaridad
lamento,sentir,sentimientos
lamento,perdón,perdonar
lamento,disculpas,perdonar
lamento,culpa,culpable
arreglo,lista,listado
arreglo,matriz,matriz
arreglo,reparar,reparar
arreglo,mejorar,mejorar
arreglo,programación,computacion
emoción,sentimiento,sentimientos
emoción,estado de ánimo,estado_de_animo
emoción,conmovedor,conmocion
emoción,llega al corazón,subjetivo
emoción,profundo,profundidad
emoción,felicidad,felicidad
emoción,soledad,soledad
ingreso,entrar,entrada
salario,dinero,dinero
salario,comida,comida
aliento,ayuda,ayudar
aliento,confort,comodidad
aliento,esfuerzo,esfuerzo
aliento,precencia,acompanar
aliento,mal oliente,maloliente
aliento,acompañar,acompanar
aliento,caliente,temperatura
aliento,apoyo,acompanar
aliento,vapor,gaseoso
crucero,bote,embarcacion
crucero,mar,oceano
crucero,oceano,oceano
crucero,viaje,viaje
crucero,vacaciones,vacaciones
crucero,recorrer el mundo,trotamundo
crucero,relajación,tranquilidad
crucero,entretenimiento,diversion
pupitre,bebe,infancia
pupitre,habitación,habitacion
pupitre,banco,mobiliario
pupitre,incomodo,incomodidad
pupitre,estudio,aprender
pupitre,apretado,hacinamiento
pupitre,duro,solido
pupitre,libros,libros
pupitre,amigos,amistad
pupitre,colegio,colegio
cantina,amigos,amistad
cantina,alcohol,bebida_alcoholica
cantina,tiempo libre,ocio
cantina,celebración,fiesta
cantina,fiesta,fiesta
cantina,diversión,diversion
cantina,escocia,pais_europeo
cantina,cerveza de barril,bebida_alcoholica
camisón,pijama,vestimenta_de_dormir
camisón,verano,estaciones_del_ano
camisón,abuelo,abuelos
camisón,asado familiar,reunion_familiar
camisón,comodidad,comodidad
camisón,sentirse en casa,comodidad
camisón,dormir,dormir
aullido,grito,sonido_agudo
aullido,comunicación,comunicacion
aullido,soledad,soledad
aullido,tristeza,angustia
aullido,luna llena,fase_lunar
aullido,pedir ayuda,socorro
aullido,pedir consuelo,acompanar
aullido,noche en el bosque,paisaje
cazuela,comida casera,comida
cazuela,comida chilena,comida
cazuela,familia,familia
cazuela,estar en casa,hogar
cazuela,invierno,estaciones_del_ano
cazuela,caliente,caliente
cazuela,lluvia,lluvia
cazuela,caserola,utensilio_de_cocina
aguijón,picadura,picor
aguijón,pinchazo,penetrante
gatillo,disparo,disparo
gatillo,defensa,defenderse
gatillo,limite,limitaciones
gatillo,amenaza,amenaza
gatillo,inseguridad,inseguridad
gatillo,muerte,muerte
gatillo,peligro,riesgoso
gatillo,repentino,inesperado
aguante,esfuerzo,esfuerzo
aguante,entrega,compromiso
aguante,resistencia,resistencia
aguante,compromiso,compromiso
aguante,fuerza,fuerza
aguante,voluntad,motivacion
descaro,sin verguenza,sinverguenza
descaro,engañar,enganar
descaro,enemistad,enemigo
descaro,exagerar,exageracion
descaro,sin escrúpulos,sinverguenza
frenesí,adrenalina,neurotransmisor
frenesí,aventura,aventura
frenesí,rapidez,inmediatez
frenesí,descontrol,descontrol
frenesí,fugaz,inmediatez
frenesí,momentaneo,temporal
frenesí,diversión,diversion
frenesí,exaltación,exageracion
nitidez,calidad,calidad
nitidez,definición,definido
nitidez,imagen,fotografia
nitidez,claridad,claridad
nitidez,puro,pureza
nitidez,variedad de colores,colores
nitidez,enfocado,enfocar
nitidez,caro,costoso
atuendo,ropa,vestimenta
atuendo,vestir,vestimenta
atuendo,moda,tendencia
atuendo,formalidad,formalidad
atuendo,aparienicia,superficial
atuendo,presentación,exposicion
atuendo,imagen personal,autoestima
atuendo,depende del contexto,cultural
delicia,sabor,sabor
delicia,felicidad,felicidad
delicia,lujo,exclusivo
delicia,disfrutar,disfrutar
delicia,comida,comida
delicia,dulce,dulce
delicia,excepción,exclusivo
delicia,placer,placer
fealdad,apariencia,apariencia
fealdad,desagrado,desagrado
fealdad,prejuicio,estereotipo
fealdad,falta de carisma,antipatico
fealdad,sin atractivo,fealdad
fealdad,horripilante,horrorifico
soltura,cadera,cuerpo_humano
soltura,bailar,bailar
soltura,movimiento,movimiento
soltura,juerga,fiesta
soltura,liviano,liviano
soltura,libertad,libertad
soltura,flexible,flexibilidad
soltura,sin ataduras,libertad
revuelo,otoño,estaciones_del_ano
revuelo,viento,aire
revuelo,desorganizado,desorden
revuelo,desorden,desorden
revuelo,revolución,revuelta
revuelo,anarquía,ideologia_politica
revuelo,rebelión,rebeldia
conjuro,hechizo,magia
conjuro,brujeria,brujeria
conjuro,magia,magia
conjuro,edad media,medieval
conjuro,mito,mitologia
conjuro,culto,secta
conjuro,creencias,creencia
conjuro,ficticio,ficcion
costura,artes manuales,manualidad
barriga,estomago,organo_cuerpo_humano
barriga,guarda comida,tacano
barriga,obesidad,sobrepeso
barriga,recipiente,recipiente
barriga,consumo de comida,consumo
barriga,flaco,delgado
barriga,gordo,sobrepeso
lágrima,tristeza,angustia
lágrima,llanto,angustia
lágrima,llorar,angustia
lágrima,triste,angustia
lágrima,dolor,sufrimiento
palanca,física,disciplina_cientifica
palanca,carne,comida
palanca,mecánico,dispositivo_mecanico
palanca,apoyo,acompanar
palanca,desencadenar,desencadenar
palanca,comienzo,comienzo
palanca,interacción,interaccion
vinagre,ensalada,verduras
vinagre,acido,sabor
vinagre,complemento,condimento
vinagre,malo,desagrado
vinagre,podrido,descomposicion
mejilla,cara,rostro
caverna,platón,filosofo
caverna,es oscura,oscuridad
caverna,naturaleza,naturaleza
caverna,piedras,materia_prima
caverna,metales,elemento_quimico
caverna,atemporales,atemporal
caverna,geología,disciplina_cientifica
barbero,experiencia,experiencia
barbero,pelo,cabello
barbero,sociabilidad,interaccion
barbero,apariencia,superficial
barbero,trabajo,oficio
barbero,corte,oficio
barbero,sociable,amistad
barbero,tijeras,herramientas
cigüeña,pájaro,aves
cigüeña,cuentos,cuento_infantil
cigüeña,bebes,infancia
cigüeña,niños,infancia
cigüeña,explicaciones,explicar
vampiro,historias,historia
vampiro,mitos,mitologia
vampiro,leyendas,mitologia
vampiro,terror,horrorifico
vampiro,murcielagos,animal_salvaje
vampiro,inmortalidad,inmortal
vampiro,desconocido,desconocido
vampiro,blasfemo,mentir
audacia,coraje,valentia
premisa,antes,anterioridad
premisa,a priori,anterioridad
premisa,reglas del juego,instrucciones
premisa,conocimiento requerido,conocimiento
premisa,precuela,antecesor
timidez,personalidad,personalidad
timidez,callado,introversion
timidez,inseguridad,inseguridad
timidez,baja sociabilidad,introversion
timidez,incomodo,incomodidad
timidez,introspeccion,introspeccion
timidez,introversión,introversion
modales,gestos,gestos
modales,comportamiento,comportamiento
